stateFIPS,State,censusTract,County,Census Tract,Year,Value
17,Illinois,17031711400,Cook,17031711400,2013-2017,30.10%
17,Illinois,17031711500,Cook,17031711500,2013-2017,31.00%
17,Illinois,17031720100,Cook,17031720100,2013-2017,14.50%
17,Illinois,17031720200,Cook,17031720200,2013-2017,15.80%
17,Illinois,17031720300,Cook,17031720300,2013-2017,32.90%
17,Illinois,17031720400,Cook,17031720400,2013-2017,30.20%
17,Illinois,17031720500,Cook,17031720500,2013-2017,20.70%
17,Illinois,17031720600,Cook,17031720600,2013-2017,37.80%
17,Illinois,17031720700,Cook,17031720700,2013-2017,16.50%
17,Illinois,17031730100,Cook,17031730100,2013-2017,51.80%
17,Illinois,17031730201,Cook,17031730201,2013-2017,30.80%
17,Illinois,17031730202,Cook,17031730202,2013-2017,36.90%
17,Illinois,17031730300,Cook,17031730300,2013-2017,28.60%
17,Illinois,17031730400,Cook,17031730400,2013-2017,33.40%
17,Illinois,17031730500,Cook,17031730500,2013-2017,39.80%
17,Illinois,17031730600,Cook,17031730600,2013-2017,30.40%
17,Illinois,17031730700,Cook,17031730700,2013-2017,19.30%
17,Illinois,17031740100,Cook,17031740100,2013-2017,28.50%
17,Illinois,17031740200,Cook,17031740200,2013-2017,25.60%
17,Illinois,17031740300,Cook,17031740300,2013-2017,30.50%
17,Illinois,17031740400,Cook,17031740400,2013-2017,26.30%
17,Illinois,17031750100,Cook,17031750100,2013-2017,37.60%
17,Illinois,17031750200,Cook,17031750200,2013-2017,34.30%
17,Illinois,17031750300,Cook,17031750300,2013-2017,24.60%
17,Illinois,17031750400,Cook,17031750400,2013-2017,26.00%
17,Illinois,17031750500,Cook,17031750500,2013-2017,22.00%
17,Illinois,17031750600,Cook,17031750600,2013-2017,18.70%
17,Illinois,17031760801,Cook,17031760801,2013-2017,38.30%
17,Illinois,17031760802,Cook,17031760802,2013-2017,42.20%
17,Illinois,17031760803,Cook,17031760803,2013-2017,34.70%
17,Illinois,17031770201,Cook,17031770201,2013-2017,25.40%
17,Illinois,17031770202,Cook,17031770202,2013-2017,35.10%
17,Illinois,17031770300,Cook,17031770300,2013-2017,33.60%
17,Illinois,17031770400,Cook,17031770400,2013-2017,36.80%
17,Illinois,17031770500,Cook,17031770500,2013-2017,27.10%
17,Illinois,17031770601,Cook,17031770601,2013-2017,31.50%
17,Illinois,17031770602,Cook,17031770602,2013-2017,29.40%
17,Illinois,17031770700,Cook,17031770700,2013-2017,28.90%
17,Illinois,17031770800,Cook,17031770800,2013-2017,34.40%
17,Illinois,17031770901,Cook,17031770901,2013-2017,30.50%
17,Illinois,17031770902,Cook,17031770902,2013-2017,32.00%
17,Illinois,17031800100,Cook,17031800100,2013-2017,15.60%
17,Illinois,17031800200,Cook,17031800200,2013-2017,19.10%
17,Illinois,17031800300,Cook,17031800300,2013-2017,15.20%
17,Illinois,17031800400,Cook,17031800400,2013-2017,18.30%
17,Illinois,17031800500,Cook,17031800500,2013-2017,22.40%
17,Illinois,17031800600,Cook,17031800600,2013-2017,15.00%
17,Illinois,17031800700,Cook,17031800700,2013-2017,24.90%
17,Illinois,17031800800,Cook,17031800800,2013-2017,18.90%
17,Illinois,17031800900,Cook,17031800900,2013-2017,26.80%
17,Illinois,17031801000,Cook,17031801000,2013-2017,20.00%
17,Illinois,17031801100,Cook,17031801100,2013-2017,23.60%
17,Illinois,17031801200,Cook,17031801200,2013-2017,16.90%
17,Illinois,17031801300,Cook,17031801300,2013-2017,24.70%
17,Illinois,17031801400,Cook,17031801400,2013-2017,23.40%
17,Illinois,17031801500,Cook,17031801500,2013-2017,30.90%
17,Illinois,17031801601,Cook,17031801601,2013-2017,23.10%
17,Illinois,17031801603,Cook,17031801603,2013-2017,31.50%
17,Illinois,17031801605,Cook,17031801605,2013-2017,24.80%
17,Illinois,17031801606,Cook,17031801606,2013-2017,28.40%
17,Illinois,17031801607,Cook,17031801607,2013-2017,26.50%
17,Illinois,17031801608,Cook,17031801608,2013-2017,27.30%
17,Illinois,17031801701,Cook,17031801701,2013-2017,23.00%
17,Illinois,17031801702,Cook,17031801702,2013-2017,23.90%
17,Illinois,17031801800,Cook,17031801800,2013-2017,17.10%
17,Illinois,17031801901,Cook,17031801901,2013-2017,19.90%
17,Illinois,17031801902,Cook,17031801902,2013-2017,11.20%
17,Illinois,17031802002,Cook,17031802002,2013-2017,22.60%
17,Illinois,17031802003,Cook,17031802003,2013-2017,19.80%
17,Illinois,17031802004,Cook,17031802004,2013-2017,30.70%
17,Illinois,17031802100,Cook,17031802100,2013-2017,15.10%
17,Illinois,17031802200,Cook,17031802200,2013-2017,24.10%
17,Illinois,17031802300,Cook,17031802300,2013-2017,30.90%
17,Illinois,17031802402,Cook,17031802402,2013-2017,21.20%
17,Illinois,17031802403,Cook,17031802403,2013-2017,26.80%
17,Illinois,17031802404,Cook,17031802404,2013-2017,36.40%
17,Illinois,17031802503,Cook,17031802503,2013-2017,25.90%
17,Illinois,17031802504,Cook,17031802504,2013-2017,36.80%
17,Illinois,17031802505,Cook,17031802505,2013-2017,23.10%
17,Illinois,17031802506,Cook,17031802506,2013-2017,31.70%
17,Illinois,17031802605,Cook,17031802605,2013-2017,33.00%
17,Illinois,17031802607,Cook,17031802607,2013-2017,39.50%
17,Illinois,17031802608,Cook,17031802608,2013-2017,25.00%
17,Illinois,17031802609,Cook,17031802609,2013-2017,25.80%
17,Illinois,17031802610,Cook,17031802610,2013-2017,34.90%
17,Illinois,17031802701,Cook,17031802701,2013-2017,30.30%
17,Illinois,17031802702,Cook,17031802702,2013-2017,31.00%
17,Illinois,17031802801,Cook,17031802801,2013-2017,23.10%
17,Illinois,17031802802,Cook,17031802802,2013-2017,28.30%
17,Illinois,17031802900,Cook,17031802900,2013-2017,20.70%
17,Illinois,17031803005,Cook,17031803005,2013-2017,23.80%
17,Illinois,17031803007,Cook,17031803007,2013-2017,19.80%
17,Illinois,17031803008,Cook,17031803008,2013-2017,26.20%
17,Illinois,17031803010,Cook,17031803010,2013-2017,27.10%
17,Illinois,17031803012,Cook,17031803012,2013-2017,27.70%
17,Illinois,17031803013,Cook,17031803013,2013-2017,30.20%
17,Illinois,17031803014,Cook,17031803014,2013-2017,33.00%
17,Illinois,17031803015,Cook,17031803015,2013-2017,27.20%
17,Illinois,17031803016,Cook,17031803016,2013-2017,29.30%
17,Illinois,17031803017,Cook,17031803017,2013-2017,17.60%
17,Illinois,17031803100,Cook,17031803100,2013-2017,31.40%
17,Illinois,17031803200,Cook,17031803200,2013-2017,30.30%
17,Illinois,17031803300,Cook,17031803300,2013-2017,24.70%
17,Illinois,17031803400,Cook,17031803400,2013-2017,23.20%
17,Illinois,17031803500,Cook,17031803500,2013-2017,23.30%
17,Illinois,17031803603,Cook,17031803603,2013-2017,17.00%
17,Illinois,17031803604,Cook,17031803604,2013-2017,19.20%
17,Illinois,17031803605,Cook,17031803605,2013-2017,31.50%
17,Illinois,17031803606,Cook,17031803606,2013-2017,11.50%
17,Illinois,17031803607,Cook,17031803607,2013-2017,22.60%
17,Illinois,17031803608,Cook,17031803608,2013-2017,20.80%
17,Illinois,17031803610,Cook,17031803610,2013-2017,22.60%
17,Illinois,17031803611,Cook,17031803611,2013-2017,19.20%
17,Illinois,17031803612,Cook,17031803612,2013-2017,20.60%
17,Illinois,17031803701,Cook,17031803701,2013-2017,28.20%
17,Illinois,17031803702,Cook,17031803702,2013-2017,28.10%
17,Illinois,17031803800,Cook,17031803800,2013-2017,17.00%
17,Illinois,17031803901,Cook,17031803901,2013-2017,20.70%
17,Illinois,17031803902,Cook,17031803902,2013-2017,28.90%
17,Illinois,17031804000,Cook,17031804000,2013-2017,34.40%
17,Illinois,17031804102,Cook,17031804102,2013-2017,24.50%
17,Illinois,17031804104,Cook,17031804104,2013-2017,24.50%
17,Illinois,17031804105,Cook,17031804105,2013-2017,20.00%
17,Illinois,17031804106,Cook,17031804106,2013-2017,30.30%
17,Illinois,17031804108,Cook,17031804108,2013-2017,23.60%
17,Illinois,17031804109,Cook,17031804109,2013-2017,35.20%
17,Illinois,17031804201,Cook,17031804201,2013-2017,15.00%
17,Illinois,17031804202,Cook,17031804202,2013-2017,21.50%
17,Illinois,17031804305,Cook,17031804305,2013-2017,19.10%
17,Illinois,17031804306,Cook,17031804306,2013-2017,19.80%
17,Illinois,17031804308,Cook,17031804308,2013-2017,18.80%
17,Illinois,17031804309,Cook,17031804309,2013-2017,23.20%
17,Illinois,17031804310,Cook,17031804310,2013-2017,17.70%
17,Illinois,17031804311,Cook,17031804311,2013-2017,25.10%
17,Illinois,17031804403,Cook,17031804403,2013-2017,23.70%
17,Illinois,17031804404,Cook,17031804404,2013-2017,18.90%
17,Illinois,17031804405,Cook,17031804405,2013-2017,19.60%
17,Illinois,17031804406,Cook,17031804406,2013-2017,24.70%
17,Illinois,17031804505,Cook,17031804505,2013-2017,18.30%
17,Illinois,17031804506,Cook,17031804506,2013-2017,23.40%
17,Illinois,17031804507,Cook,17031804507,2013-2017,17.80%
17,Illinois,17031804508,Cook,17031804508,2013-2017,21.10%
17,Illinois,17031804509,Cook,17031804509,2013-2017,25.60%
17,Illinois,17031804510,Cook,17031804510,2013-2017,16.60%
17,Illinois,17031804511,Cook,17031804511,2013-2017,17.30%
17,Illinois,17031804603,Cook,17031804603,2013-2017,17.70%
17,Illinois,17031804606,Cook,17031804606,2013-2017,28.50%
17,Illinois,17031804607,Cook,17031804607,2013-2017,25.20%
17,Illinois,17031804608,Cook,17031804608,2013-2017,15.60%
17,Illinois,17031804609,Cook,17031804609,2013-2017,23.60%
17,Illinois,17031804610,Cook,17031804610,2013-2017,20.00%
17,Illinois,17031804611,Cook,17031804611,2013-2017,29.20%
17,Illinois,17031804701,Cook,17031804701,2013-2017,29.40%
17,Illinois,17031804705,Cook,17031804705,2013-2017,22.00%
17,Illinois,17031804706,Cook,17031804706,2013-2017,20.40%
17,Illinois,17031804709,Cook,17031804709,2013-2017,24.80%
17,Illinois,17031804710,Cook,17031804710,2013-2017,25.50%
17,Illinois,17031804711,Cook,17031804711,2013-2017,21.70%
17,Illinois,17031804712,Cook,17031804712,2013-2017,25.40%
17,Illinois,17031804713,Cook,17031804713,2013-2017,22.70%
17,Illinois,17031804714,Cook,17031804714,2013-2017,34.80%
17,Illinois,17031804715,Cook,17031804715,2013-2017,17.90%
17,Illinois,17031804716,Cook,17031804716,2013-2017,17.40%
17,Illinois,17031804803,Cook,17031804803,2013-2017,24.40%
17,Illinois,17031804804,Cook,17031804804,2013-2017,19.00%
17,Illinois,17031804805,Cook,17031804805,2013-2017,24.20%
17,Illinois,17031804806,Cook,17031804806,2013-2017,31.30%
17,Illinois,17031804807,Cook,17031804807,2013-2017,20.40%
17,Illinois,17031804808,Cook,17031804808,2013-2017,26.90%
17,Illinois,17031804809,Cook,17031804809,2013-2017,25.20%
17,Illinois,17031804810,Cook,17031804810,2013-2017,19.70%
17,Illinois,17031804901,Cook,17031804901,2013-2017,22.60%
17,Illinois,17031804902,Cook,17031804902,2013-2017,33.60%
17,Illinois,17031805001,Cook,17031805001,2013-2017,31.10%
17,Illinois,17031805002,Cook,17031805002,2013-2017,24.20%
17,Illinois,17031805105,Cook,17031805105,2013-2017,26.00%
17,Illinois,17031805106,Cook,17031805106,2013-2017,26.00%
17,Illinois,17031805107,Cook,17031805107,2013-2017,23.30%
17,Illinois,17031805108,Cook,17031805108,2013-2017,30.80%
17,Illinois,17031805109,Cook,17031805109,2013-2017,27.60%
17,Illinois,17031805110,Cook,17031805110,2013-2017,28.90%
17,Illinois,17031805111,Cook,17031805111,2013-2017,36.00%
17,Illinois,17031805112,Cook,17031805112,2013-2017,39.00%
17,Illinois,17031805201,Cook,17031805201,2013-2017,26.30%
17,Illinois,17031805202,Cook,17031805202,2013-2017,27.70%
17,Illinois,17031805301,Cook,17031805301,2013-2017,21.60%
17,Illinois,17031805302,Cook,17031805302,2013-2017,29.90%
17,Illinois,17031805401,Cook,17031805401,2013-2017,20.80%
17,Illinois,17031805402,Cook,17031805402,2013-2017,18.50%
17,Illinois,17031805501,Cook,17031805501,2013-2017,25.60%
17,Illinois,17031805502,Cook,17031805502,2013-2017,26.60%
17,Illinois,17031805600,Cook,17031805600,2013-2017,18.70%
17,Illinois,17031805701,Cook,17031805701,2013-2017,20.70%
17,Illinois,17031805702,Cook,17031805702,2013-2017,29.30%
17,Illinois,17031805801,Cook,17031805801,2013-2017,20.60%
17,Illinois,17031805802,Cook,17031805802,2013-2017,33.40%
17,Illinois,17031805901,Cook,17031805901,2013-2017,25.90%
17,Illinois,17031805902,Cook,17031805902,2013-2017,21.50%
17,Illinois,17031806001,Cook,17031806001,2013-2017,31.20%
17,Illinois,17031806002,Cook,17031806002,2013-2017,45.40%
17,Illinois,17031806003,Cook,17031806003,2013-2017,19.90%
17,Illinois,17031806004,Cook,17031806004,2013-2017,29.20%
17,Illinois,17031806102,Cook,17031806102,2013-2017,37.10%
17,Illinois,17031806103,Cook,17031806103,2013-2017,43.10%
17,Illinois,17031806104,Cook,17031806104,2013-2017,40.70%
17,Illinois,17031806201,Cook,17031806201,2013-2017,43.50%
17,Illinois,17031806202,Cook,17031806202,2013-2017,25.90%
17,Illinois,17031806300,Cook,17031806300,2013-2017,33.10%
17,Illinois,17031806400,Cook,17031806400,2013-2017,21.50%
17,Illinois,17031806501,Cook,17031806501,2013-2017,29.00%
17,Illinois,17031806502,Cook,17031806502,2013-2017,35.20%
17,Illinois,17031806600,Cook,17031806600,2013-2017,39.10%
17,Illinois,17031806700,Cook,17031806700,2013-2017,32.40%
17,Illinois,17031806801,Cook,17031806801,2013-2017,30.70%
17,Illinois,17031806802,Cook,17031806802,2013-2017,29.80%
17,Illinois,17031806900,Cook,17031806900,2013-2017,27.40%
17,Illinois,17031807000,Cook,17031807000,2013-2017,24.50%
17,Illinois,17031807100,Cook,17031807100,2013-2017,22.60%
17,Illinois,17031807200,Cook,17031807200,2013-2017,30.90%
17,Illinois,17031807300,Cook,17031807300,2013-2017,22.60%
17,Illinois,17031807400,Cook,17031807400,2013-2017,34.90%
17,Illinois,17031807500,Cook,17031807500,2013-2017,31.90%
17,Illinois,17031807600,Cook,17031807600,2013-2017,32.80%
17,Illinois,17031807700,Cook,17031807700,2013-2017,28.90%
17,Illinois,17031807800,Cook,17031807800,2013-2017,34.30%
17,Illinois,17031807900,Cook,17031807900,2013-2017,28.90%
17,Illinois,17031808001,Cook,17031808001,2013-2017,24.30%
17,Illinois,17031808002,Cook,17031808002,2013-2017,22.40%
17,Illinois,17031808100,Cook,17031808100,2013-2017,29.80%
17,Illinois,17031808200,Cook,17031808200,2013-2017,29.80%
17,Illinois,17031808301,Cook,17031808301,2013-2017,30.00%
17,Illinois,17031808302,Cook,17031808302,2013-2017,27.80%
17,Illinois,17031808400,Cook,17031808400,2013-2017,30.00%
17,Illinois,17031808500,Cook,17031808500,2013-2017,30.90%
17,Illinois,17031808600,Cook,17031808600,2013-2017,17.70%
17,Illinois,17031808702,Cook,17031808702,2013-2017,24.60%
17,Illinois,17031808800,Cook,17031808800,2013-2017,26.10%
17,Illinois,17031808900,Cook,17031808900,2013-2017,13.70%
17,Illinois,17031809000,Cook,17031809000,2013-2017,17.90%
17,Illinois,17031809100,Cook,17031809100,2013-2017,26.50%
17,Illinois,17031809200,Cook,17031809200,2013-2017,24.10%
17,Illinois,17031809300,Cook,17031809300,2013-2017,30.00%
17,Illinois,17031809400,Cook,17031809400,2013-2017,23.00%
17,Illinois,17031809500,Cook,17031809500,2013-2017,23.90%
17,Illinois,17031809600,Cook,17031809600,2013-2017,31.40%
17,Illinois,17031809700,Cook,17031809700,2013-2017,25.30%
17,Illinois,17031809800,Cook,17031809800,2013-2017,18.60%
17,Illinois,17031809900,Cook,17031809900,2013-2017,18.20%
17,Illinois,17031810000,Cook,17031810000,2013-2017,16.30%
17,Illinois,17031810100,Cook,17031810100,2013-2017,30.20%
17,Illinois,17031810200,Cook,17031810200,2013-2017,22.60%
17,Illinois,17031810301,Cook,17031810301,2013-2017,21.10%
17,Illinois,17031810302,Cook,17031810302,2013-2017,32.70%
17,Illinois,17031810400,Cook,17031810400,2013-2017,32.40%
17,Illinois,17031810501,Cook,17031810501,2013-2017,29.50%
17,Illinois,17031810502,Cook,17031810502,2013-2017,34.40%
17,Illinois,17031810600,Cook,17031810600,2013-2017,33.00%
17,Illinois,17031810701,Cook,17031810701,2013-2017,39.00%
17,Illinois,17031810702,Cook,17031810702,2013-2017,35.60%
17,Illinois,17031810800,Cook,17031810800,2013-2017,34.60%
17,Illinois,17031810900,Cook,17031810900,2013-2017,40.00%
17,Illinois,17031811000,Cook,17031811000,2013-2017,26.60%
17,Illinois,17031811100,Cook,17031811100,2013-2017,32.80%
17,Illinois,17031811200,Cook,17031811200,2013-2017,27.50%
17,Illinois,17031811301,Cook,17031811301,2013-2017,41.90%
17,Illinois,17031811302,Cook,17031811302,2013-2017,44.40%
17,Illinois,17031811401,Cook,17031811401,2013-2017,39.20%
17,Illinois,17031811402,Cook,17031811402,2013-2017,27.20%
17,Illinois,17031811500,Cook,17031811500,2013-2017,35.30%
17,Illinois,17031811600,Cook,17031811600,2013-2017,35.70%
17,Illinois,17031811701,Cook,17031811701,2013-2017,39.10%
17,Illinois,17031811702,Cook,17031811702,2013-2017,34.50%
17,Illinois,17031811800,Cook,17031811800,2013-2017,38.40%
17,Illinois,17031811900,Cook,17031811900,2013-2017,24.20%
17,Illinois,17031812000,Cook,17031812000,2013-2017,23.90%
17,Illinois,17031812100,Cook,17031812100,2013-2017,30.30%
17,Illinois,17031812200,Cook,17031812200,2013-2017,18.00%
17,Illinois,17031812301,Cook,17031812301,2013-2017,23.30%
17,Illinois,17031812302,Cook,17031812302,2013-2017,17.80%
17,Illinois,17031812400,Cook,17031812400,2013-2017,17.10%
17,Illinois,17031812500,Cook,17031812500,2013-2017,24.50%
17,Illinois,17031812600,Cook,17031812600,2013-2017,19.00%
17,Illinois,17031812700,Cook,17031812700,2013-2017,13.60%
17,Illinois,17031812801,Cook,17031812801,2013-2017,30.00%
17,Illinois,17031812802,Cook,17031812802,2013-2017,20.40%
17,Illinois,17031812900,Cook,17031812900,2013-2017,27.80%
17,Illinois,17031813000,Cook,17031813000,2013-2017,14.90%
17,Illinois,17031813100,Cook,17031813100,2013-2017,23.40%
17,Illinois,17031813200,Cook,17031813200,2013-2017,27.30%
17,Illinois,17031813301,Cook,17031813301,2013-2017,20.50%
17,Illinois,17031813302,Cook,17031813302,2013-2017,16.70%
17,Illinois,17031813400,Cook,17031813400,2013-2017,29.20%
17,Illinois,17031813500,Cook,17031813500,2013-2017,28.50%
17,Illinois,17031813600,Cook,17031813600,2013-2017,13.60%
17,Illinois,17031813701,Cook,17031813701,2013-2017,10.70%
17,Illinois,17031813702,Cook,17031813702,2013-2017,15.40%
17,Illinois,17031813801,Cook,17031813801,2013-2017,23.30%
17,Illinois,17031813802,Cook,17031813802,2013-2017,22.30%
17,Illinois,17031813900,Cook,17031813900,2013-2017,13.10%
17,Illinois,17031814000,Cook,17031814000,2013-2017,26.10%
17,Illinois,17031814100,Cook,17031814100,2013-2017,13.60%
17,Illinois,17031814200,Cook,17031814200,2013-2017,25.20%
17,Illinois,17031814300,Cook,17031814300,2013-2017,38.20%
17,Illinois,17031814400,Cook,17031814400,2013-2017,33.50%
17,Illinois,17031814500,Cook,17031814500,2013-2017,31.60%
17,Illinois,17031814600,Cook,17031814600,2013-2017,22.00%
17,Illinois,17031814700,Cook,17031814700,2013-2017,27.00%
17,Illinois,17031814800,Cook,17031814800,2013-2017,28.00%
17,Illinois,17031814900,Cook,17031814900,2013-2017,21.70%
17,Illinois,17031815000,Cook,17031815000,2013-2017,27.40%
17,Illinois,17031815100,Cook,17031815100,2013-2017,20.90%
17,Illinois,17031815200,Cook,17031815200,2013-2017,31.20%
17,Illinois,17031815300,Cook,17031815300,2013-2017,27.50%
17,Illinois,17031815400,Cook,17031815400,2013-2017,19.20%
17,Illinois,17031815500,Cook,17031815500,2013-2017,36.50%
17,Illinois,17031815600,Cook,17031815600,2013-2017,32.10%
17,Illinois,17031815701,Cook,17031815701,2013-2017,16.30%
17,Illinois,17031815702,Cook,17031815702,2013-2017,27.20%
17,Illinois,17031815800,Cook,17031815800,2013-2017,36.40%
17,Illinois,17031815900,Cook,17031815900,2013-2017,25.00%
17,Illinois,17031816000,Cook,17031816000,2013-2017,27.10%
17,Illinois,17031816100,Cook,17031816100,2013-2017,17.50%
17,Illinois,17031816200,Cook,17031816200,2013-2017,26.00%
17,Illinois,17031816300,Cook,17031816300,2013-2017,38.50%
17,Illinois,17031816401,Cook,17031816401,2013-2017,15.80%
17,Illinois,17031816402,Cook,17031816402,2013-2017,41.30%
17,Illinois,17031816500,Cook,17031816500,2013-2017,22.30%
17,Illinois,17031816600,Cook,17031816600,2013-2017,30.00%
17,Illinois,17031816700,Cook,17031816700,2013-2017,44.70%
17,Illinois,17031816800,Cook,17031816800,2013-2017,19.00%
17,Illinois,17031816900,Cook,17031816900,2013-2017,27.60%
17,Illinois,17031817000,Cook,17031817000,2013-2017,22.90%
17,Illinois,17031817101,Cook,17031817101,2013-2017,40.70%
17,Illinois,17031817102,Cook,17031817102,2013-2017,19.00%
17,Illinois,17031817200,Cook,17031817200,2013-2017,24.00%
17,Illinois,17031817300,Cook,17031817300,2013-2017,38.40%
17,Illinois,17031817400,Cook,17031817400,2013-2017,10.20%
17,Illinois,17031817500,Cook,17031817500,2013-2017,29.90%
17,Illinois,17031817600,Cook,17031817600,2013-2017,24.60%
17,Illinois,17031817700,Cook,17031817700,2013-2017,34.90%
17,Illinois,17031817900,Cook,17031817900,2013-2017,26.50%
17,Illinois,17031818000,Cook,17031818000,2013-2017,40.70%
17,Illinois,17031818100,Cook,17031818100,2013-2017,21.80%
17,Illinois,17031818200,Cook,17031818200,2013-2017,32.10%
17,Illinois,17031818300,Cook,17031818300,2013-2017,20.30%
17,Illinois,17031818401,Cook,17031818401,2013-2017,34.40%
17,Illinois,17031818402,Cook,17031818402,2013-2017,32.20%
17,Illinois,17031818500,Cook,17031818500,2013-2017,28.00%
17,Illinois,17031818600,Cook,17031818600,2013-2017,31.00%
17,Illinois,17031818700,Cook,17031818700,2013-2017,26.00%
17,Illinois,17031818800,Cook,17031818800,2013-2017,25.90%
17,Illinois,17031818900,Cook,17031818900,2013-2017,26.40%
17,Illinois,17031819000,Cook,17031819000,2013-2017,23.00%
17,Illinois,17031819100,Cook,17031819100,2013-2017,22.50%
17,Illinois,17031819200,Cook,17031819200,2013-2017,27.30%
17,Illinois,17031819300,Cook,17031819300,2013-2017,20.90%
17,Illinois,17031819400,Cook,17031819400,2013-2017,20.90%
17,Illinois,17031819500,Cook,17031819500,2013-2017,25.50%
17,Illinois,17031819600,Cook,17031819600,2013-2017,24.30%
17,Illinois,17031819700,Cook,17031819700,2013-2017,23.30%
17,Illinois,17031819801,Cook,17031819801,2013-2017,16.80%
17,Illinois,17031819802,Cook,17031819802,2013-2017,31.20%
17,Illinois,17031819900,Cook,17031819900,2013-2017,28.00%
17,Illinois,17031820000,Cook,17031820000,2013-2017,23.00%
17,Illinois,17031820101,Cook,17031820101,2013-2017,25.30%
17,Illinois,17031820103,Cook,17031820103,2013-2017,31.10%
17,Illinois,17031820104,Cook,17031820104,2013-2017,33.00%
17,Illinois,17031820201,Cook,17031820201,2013-2017,18.80%
17,Illinois,17031820202,Cook,17031820202,2013-2017,24.70%
17,Illinois,17031820300,Cook,17031820300,2013-2017,27.60%
17,Illinois,17031820400,Cook,17031820400,2013-2017,27.50%
17,Illinois,17031820501,Cook,17031820501,2013-2017,42.50%
17,Illinois,17031820502,Cook,17031820502,2013-2017,23.00%
17,Illinois,17031820603,Cook,17031820603,2013-2017,16.40%
17,Illinois,17031820604,Cook,17031820604,2013-2017,23.80%
17,Illinois,17031820605,Cook,17031820605,2013-2017,31.90%
17,Illinois,17031820606,Cook,17031820606,2013-2017,36.40%
17,Illinois,17031820700,Cook,17031820700,2013-2017,21.90%
17,Illinois,17031820800,Cook,17031820800,2013-2017,23.10%
17,Illinois,17031820901,Cook,17031820901,2013-2017,25.90%
17,Illinois,17031820902,Cook,17031820902,2013-2017,22.50%
17,Illinois,17031821001,Cook,17031821001,2013-2017,24.00%
17,Illinois,17031821002,Cook,17031821002,2013-2017,34.10%
17,Illinois,17031821101,Cook,17031821101,2013-2017,29.80%
17,Illinois,17031821102,Cook,17031821102,2013-2017,33.30%
17,Illinois,17031821200,Cook,17031821200,2013-2017,23.30%
17,Illinois,17031821300,Cook,17031821300,2013-2017,12.60%
17,Illinois,17031821401,Cook,17031821401,2013-2017,38.90%
17,Illinois,17031821402,Cook,17031821402,2013-2017,37.90%
17,Illinois,17031821500,Cook,17031821500,2013-2017,31.90%
17,Illinois,17031821600,Cook,17031821600,2013-2017,26.70%
17,Illinois,17031821700,Cook,17031821700,2013-2017,28.60%
17,Illinois,17031821800,Cook,17031821800,2013-2017,24.60%
17,Illinois,17031821900,Cook,17031821900,2013-2017,26.10%
17,Illinois,17031822000,Cook,17031822000,2013-2017,18.30%
17,Illinois,17031822101,Cook,17031822101,2013-2017,22.20%
17,Illinois,17031822102,Cook,17031822102,2013-2017,27.40%
17,Illinois,17031822200,Cook,17031822200,2013-2017,30.00%
17,Illinois,17031822301,Cook,17031822301,2013-2017,29.40%
17,Illinois,17031822302,Cook,17031822302,2013-2017,28.50%
17,Illinois,17031822400,Cook,17031822400,2013-2017,35.00%
17,Illinois,17031822500,Cook,17031822500,2013-2017,30.50%
17,Illinois,17031822601,Cook,17031822601,2013-2017,30.00%
17,Illinois,17031822602,Cook,17031822602,2013-2017,27.90%
17,Illinois,17031822701,Cook,17031822701,2013-2017,25.40%
17,Illinois,17031822702,Cook,17031822702,2013-2017,21.60%
17,Illinois,17031822801,Cook,17031822801,2013-2017,20.30%
17,Illinois,17031822802,Cook,17031822802,2013-2017,36.40%
17,Illinois,17031822900,Cook,17031822900,2013-2017,38.80%
17,Illinois,17031823001,Cook,17031823001,2013-2017,26.20%
17,Illinois,17031823002,Cook,17031823002,2013-2017,32.10%
17,Illinois,17031823101,Cook,17031823101,2013-2017,32.50%
17,Illinois,17031823102,Cook,17031823102,2013-2017,19.10%
17,Illinois,17031823200,Cook,17031823200,2013-2017,31.60%
17,Illinois,17031823302,Cook,17031823302,2013-2017,19.90%
17,Illinois,17031823303,Cook,17031823303,2013-2017,20.40%
17,Illinois,17031823304,Cook,17031823304,2013-2017,33.40%
17,Illinois,17031823400,Cook,17031823400,2013-2017,26.50%
17,Illinois,17031823500,Cook,17031823500,2013-2017,22.10%
17,Illinois,17031823602,Cook,17031823602,2013-2017,28.60%
17,Illinois,17031823603,Cook,17031823603,2013-2017,46.90%
17,Illinois,17031823604,Cook,17031823604,2013-2017,31.40%
17,Illinois,17031823605,Cook,17031823605,2013-2017,27.30%
17,Illinois,17031823702,Cook,17031823702,2013-2017,27.80%
17,Illinois,17031823703,Cook,17031823703,2013-2017,32.90%
17,Illinois,17031823704,Cook,17031823704,2013-2017,30.50%
17,Illinois,17031823705,Cook,17031823705,2013-2017,32.60%
17,Illinois,17031823801,Cook,17031823801,2013-2017,29.40%
17,Illinois,17031823803,Cook,17031823803,2013-2017,41.00%
17,Illinois,17031823805,Cook,17031823805,2013-2017,26.50%
17,Illinois,17031823806,Cook,17031823806,2013-2017,29.00%
17,Illinois,17031823901,Cook,17031823901,2013-2017,22.70%
17,Illinois,17031823903,Cook,17031823903,2013-2017,23.40%
17,Illinois,17031823904,Cook,17031823904,2013-2017,46.80%
17,Illinois,17031824003,Cook,17031824003,2013-2017,38.70%
17,Illinois,17031824004,Cook,17031824004,2013-2017,21.30%
