stateFIPS,State,censusTract,Census Tract,Year,Value
17,Illinois,17031801607,"Cook County, IL - 17031801607",2013-2017,84.10%
17,Illinois,17031801608,"Cook County, IL - 17031801608",2013-2017,67.20%
17,Illinois,17031801701,"Cook County, IL - 17031801701",2013-2017,84.10%
17,Illinois,17031801702,"Cook County, IL - 17031801702",2013-2017,84.60%
17,Illinois,17031801800,"Cook County, IL - 17031801800",2013-2017,77.80%
17,Illinois,17031801901,"Cook County, IL - 17031801901",2013-2017,72.80%
17,Illinois,17031801902,"Cook County, IL - 17031801902",2013-2017,82.40%
17,Illinois,17031802002,"Cook County, IL - 17031802002",2013-2017,79.50%
17,Illinois,17031802003,"Cook County, IL - 17031802003",2013-2017,76.10%
17,Illinois,17031802004,"Cook County, IL - 17031802004",2013-2017,70.50%
17,Illinois,17031802100,"Cook County, IL - 17031802100",2013-2017,73.50%
17,Illinois,17031802200,"Cook County, IL - 17031802200",2013-2017,80.10%
17,Illinois,17031802300,"Cook County, IL - 17031802300",2013-2017,71.40%
17,Illinois,17031802402,"Cook County, IL - 17031802402",2013-2017,74.30%
17,Illinois,17031802403,"Cook County, IL - 17031802403",2013-2017,66.40%
17,Illinois,17031802404,"Cook County, IL - 17031802404",2013-2017,75.60%
17,Illinois,17031802503,"Cook County, IL - 17031802503",2013-2017,73.60%
17,Illinois,17031802504,"Cook County, IL - 17031802504",2013-2017,73.60%
17,Illinois,17031802505,"Cook County, IL - 17031802505",2013-2017,71.90%
17,Illinois,17031802506,"Cook County, IL - 17031802506",2013-2017,72.10%
17,Illinois,17031802605,"Cook County, IL - 17031802605",2013-2017,68.80%
17,Illinois,17031802607,"Cook County, IL - 17031802607",2013-2017,79.20%
17,Illinois,17031802608,"Cook County, IL - 17031802608",2013-2017,71.80%
17,Illinois,17031802609,"Cook County, IL - 17031802609",2013-2017,69.10%
17,Illinois,17031802610,"Cook County, IL - 17031802610",2013-2017,69.20%
17,Illinois,17031802701,"Cook County, IL - 17031802701",2013-2017,71.50%
17,Illinois,17031802702,"Cook County, IL - 17031802702",2013-2017,66.50%
17,Illinois,17031802801,"Cook County, IL - 17031802801",2013-2017,77.20%
17,Illinois,17031802802,"Cook County, IL - 17031802802",2013-2017,72.80%
17,Illinois,17031802900,"Cook County, IL - 17031802900",2013-2017,76.90%
17,Illinois,17031803005,"Cook County, IL - 17031803005",2013-2017,74.70%
17,Illinois,17031803007,"Cook County, IL - 17031803007",2013-2017,77.00%
17,Illinois,17031803008,"Cook County, IL - 17031803008",2013-2017,80.20%
17,Illinois,17031803010,"Cook County, IL - 17031803010",2013-2017,81.50%
17,Illinois,17031803012,"Cook County, IL - 17031803012",2013-2017,79.90%
17,Illinois,17031803013,"Cook County, IL - 17031803013",2013-2017,72.90%
17,Illinois,17031803014,"Cook County, IL - 17031803014",2013-2017,80.00%
17,Illinois,17031803015,"Cook County, IL - 17031803015",2013-2017,73.40%
17,Illinois,17031803016,"Cook County, IL - 17031803016",2013-2017,83.80%
17,Illinois,17031803017,"Cook County, IL - 17031803017",2013-2017,82.60%
17,Illinois,17031803100,"Cook County, IL - 17031803100",2013-2017,76.90%
17,Illinois,17031803200,"Cook County, IL - 17031803200",2013-2017,63.50%
17,Illinois,17031803300,"Cook County, IL - 17031803300",2013-2017,75.60%
17,Illinois,17031803400,"Cook County, IL - 17031803400",2013-2017,80.80%
17,Illinois,17031803500,"Cook County, IL - 17031803500",2013-2017,72.00%
17,Illinois,17031803603,"Cook County, IL - 17031803603",2013-2017,87.30%
17,Illinois,17031803604,"Cook County, IL - 17031803604",2013-2017,74.50%
17,Illinois,17031803605,"Cook County, IL - 17031803605",2013-2017,73.20%
17,Illinois,17031803606,"Cook County, IL - 17031803606",2013-2017,76.90%
17,Illinois,17031803607,"Cook County, IL - 17031803607",2013-2017,81.80%
17,Illinois,17031803608,"Cook County, IL - 17031803608",2013-2017,79.40%
17,Illinois,17031803610,"Cook County, IL - 17031803610",2013-2017,84.10%
17,Illinois,17031803611,"Cook County, IL - 17031803611",2013-2017,80.00%
17,Illinois,17031803612,"Cook County, IL - 17031803612",2013-2017,82.90%
17,Illinois,17031803701,"Cook County, IL - 17031803701",2013-2017,75.00%
17,Illinois,17031803702,"Cook County, IL - 17031803702",2013-2017,76.20%
17,Illinois,17031803800,"Cook County, IL - 17031803800",2013-2017,73.80%
17,Illinois,17031803901,"Cook County, IL - 17031803901",2013-2017,69.20%
17,Illinois,17031803902,"Cook County, IL - 17031803902",2013-2017,72.20%
17,Illinois,17031804000,"Cook County, IL - 17031804000",2013-2017,69.40%
17,Illinois,17031804102,"Cook County, IL - 17031804102",2013-2017,82.10%
17,Illinois,17031804104,"Cook County, IL - 17031804104",2013-2017,79.70%
17,Illinois,17031804105,"Cook County, IL - 17031804105",2013-2017,80.50%
17,Illinois,17031804106,"Cook County, IL - 17031804106",2013-2017,86.00%
17,Illinois,17031804108,"Cook County, IL - 17031804108",2013-2017,87.70%
17,Illinois,17031804109,"Cook County, IL - 17031804109",2013-2017,67.00%
17,Illinois,17031804201,"Cook County, IL - 17031804201",2013-2017,87.30%
17,Illinois,17031804202,"Cook County, IL - 17031804202",2013-2017,81.40%
17,Illinois,17031804305,"Cook County, IL - 17031804305",2013-2017,82.20%
17,Illinois,17031804306,"Cook County, IL - 17031804306",2013-2017,75.10%
17,Illinois,17031804308,"Cook County, IL - 17031804308",2013-2017,80.80%
17,Illinois,17031804309,"Cook County, IL - 17031804309",2013-2017,73.80%
17,Illinois,17031804310,"Cook County, IL - 17031804310",2013-2017,77.50%
17,Illinois,17031804311,"Cook County, IL - 17031804311",2013-2017,80.60%
17,Illinois,17031804403,"Cook County, IL - 17031804403",2013-2017,73.00%
17,Illinois,17031804404,"Cook County, IL - 17031804404",2013-2017,76.20%
17,Illinois,17031804405,"Cook County, IL - 17031804405",2013-2017,85.30%
17,Illinois,17031804406,"Cook County, IL - 17031804406",2013-2017,74.20%
17,Illinois,17031804505,"Cook County, IL - 17031804505",2013-2017,84.20%
17,Illinois,17031804506,"Cook County, IL - 17031804506",2013-2017,73.20%
17,Illinois,17031804507,"Cook County, IL - 17031804507",2013-2017,77.40%
17,Illinois,17031804508,"Cook County, IL - 17031804508",2013-2017,72.60%
17,Illinois,17031804509,"Cook County, IL - 17031804509",2013-2017,82.30%
17,Illinois,17031804510,"Cook County, IL - 17031804510",2013-2017,70.20%
17,Illinois,17031804511,"Cook County, IL - 17031804511",2013-2017,77.30%
17,Illinois,17031804603,"Cook County, IL - 17031804603",2013-2017,83.70%
17,Illinois,17031804606,"Cook County, IL - 17031804606",2013-2017,78.20%
17,Illinois,17031804607,"Cook County, IL - 17031804607",2013-2017,79.80%
17,Illinois,17031804608,"Cook County, IL - 17031804608",2013-2017,78.50%
17,Illinois,17031804609,"Cook County, IL - 17031804609",2013-2017,90.40%
17,Illinois,17031804610,"Cook County, IL - 17031804610",2013-2017,77.80%
17,Illinois,17031804611,"Cook County, IL - 17031804611",2013-2017,79.20%
17,Illinois,17031804701,"Cook County, IL - 17031804701",2013-2017,79.30%
17,Illinois,17031804705,"Cook County, IL - 17031804705",2013-2017,81.70%
17,Illinois,17031804706,"Cook County, IL - 17031804706",2013-2017,77.70%
17,Illinois,17031804709,"Cook County, IL - 17031804709",2013-2017,65.80%
17,Illinois,17031804710,"Cook County, IL - 17031804710",2013-2017,77.80%
17,Illinois,17031804711,"Cook County, IL - 17031804711",2013-2017,85.00%
17,Illinois,17031804712,"Cook County, IL - 17031804712",2013-2017,78.40%
17,Illinois,17031804713,"Cook County, IL - 17031804713",2013-2017,84.50%
17,Illinois,17031804714,"Cook County, IL - 17031804714",2013-2017,76.00%
17,Illinois,17031804715,"Cook County, IL - 17031804715",2013-2017,80.70%
17,Illinois,17031804716,"Cook County, IL - 17031804716",2013-2017,82.50%
17,Illinois,17031804803,"Cook County, IL - 17031804803",2013-2017,81.10%
17,Illinois,17031804804,"Cook County, IL - 17031804804",2013-2017,78.30%
17,Illinois,17031804805,"Cook County, IL - 17031804805",2013-2017,77.90%
17,Illinois,17031804806,"Cook County, IL - 17031804806",2013-2017,73.20%
17,Illinois,17031804807,"Cook County, IL - 17031804807",2013-2017,77.30%
17,Illinois,17031804808,"Cook County, IL - 17031804808",2013-2017,74.90%
17,Illinois,17031804809,"Cook County, IL - 17031804809",2013-2017,73.90%
17,Illinois,17031804810,"Cook County, IL - 17031804810",2013-2017,76.20%
17,Illinois,17031804901,"Cook County, IL - 17031804901",2013-2017,79.20%
17,Illinois,17031804902,"Cook County, IL - 17031804902",2013-2017,74.60%
17,Illinois,17031805001,"Cook County, IL - 17031805001",2013-2017,70.10%
17,Illinois,17031805002,"Cook County, IL - 17031805002",2013-2017,72.30%
17,Illinois,17031805105,"Cook County, IL - 17031805105",2013-2017,75.20%
17,Illinois,17031805106,"Cook County, IL - 17031805106",2013-2017,77.30%
17,Illinois,17031805107,"Cook County, IL - 17031805107",2013-2017,77.40%
17,Illinois,17031805108,"Cook County, IL - 17031805108",2013-2017,76.80%
17,Illinois,17031805109,"Cook County, IL - 17031805109",2013-2017,70.50%
17,Illinois,17031805110,"Cook County, IL - 17031805110",2013-2017,60.10%
17,Illinois,17031805111,"Cook County, IL - 17031805111",2013-2017,76.50%
17,Illinois,17031805112,"Cook County, IL - 17031805112",2013-2017,51.40%
17,Illinois,17031805201,"Cook County, IL - 17031805201",2013-2017,76.50%
17,Illinois,17031805202,"Cook County, IL - 17031805202",2013-2017,74.20%
17,Illinois,17031805301,"Cook County, IL - 17031805301",2013-2017,67.10%
17,Illinois,17031805302,"Cook County, IL - 17031805302",2013-2017,67.00%
17,Illinois,17031805401,"Cook County, IL - 17031805401",2013-2017,66.80%
17,Illinois,17031805402,"Cook County, IL - 17031805402",2013-2017,68.30%
17,Illinois,17031805501,"Cook County, IL - 17031805501",2013-2017,74.10%
17,Illinois,17031805502,"Cook County, IL - 17031805502",2013-2017,77.70%
17,Illinois,17031805600,"Cook County, IL - 17031805600",2013-2017,78.70%
17,Illinois,17031805701,"Cook County, IL - 17031805701",2013-2017,79.30%
17,Illinois,17031805702,"Cook County, IL - 17031805702",2013-2017,75.80%
17,Illinois,17031805801,"Cook County, IL - 17031805801",2013-2017,75.00%
17,Illinois,17031805802,"Cook County, IL - 17031805802",2013-2017,78.70%
17,Illinois,17031805901,"Cook County, IL - 17031805901",2013-2017,70.90%
17,Illinois,17031805902,"Cook County, IL - 17031805902",2013-2017,70.40%
17,Illinois,17031806001,"Cook County, IL - 17031806001",2013-2017,73.70%
17,Illinois,17031806002,"Cook County, IL - 17031806002",2013-2017,65.70%
17,Illinois,17031806003,"Cook County, IL - 17031806003",2013-2017,69.30%
17,Illinois,17031806004,"Cook County, IL - 17031806004",2013-2017,67.60%
17,Illinois,17031806102,"Cook County, IL - 17031806102",2013-2017,69.40%
17,Illinois,17031806103,"Cook County, IL - 17031806103",2013-2017,74.30%
17,Illinois,17031806104,"Cook County, IL - 17031806104",2013-2017,74.10%
17,Illinois,17031806201,"Cook County, IL - 17031806201",2013-2017,77.20%
17,Illinois,17031806202,"Cook County, IL - 17031806202",2013-2017,57.20%
17,Illinois,17031806300,"Cook County, IL - 17031806300",2013-2017,69.10%
17,Illinois,17031806400,"Cook County, IL - 17031806400",2013-2017,71.60%
17,Illinois,17031806501,"Cook County, IL - 17031806501",2013-2017,65.60%
17,Illinois,17031806502,"Cook County, IL - 17031806502",2013-2017,73.00%
17,Illinois,17031806600,"Cook County, IL - 17031806600",2013-2017,74.20%
17,Illinois,17031806700,"Cook County, IL - 17031806700",2013-2017,78.90%
17,Illinois,17031806801,"Cook County, IL - 17031806801",2013-2017,67.30%
17,Illinois,17031806802,"Cook County, IL - 17031806802",2013-2017,80.50%
17,Illinois,17031806900,"Cook County, IL - 17031806900",2013-2017,74.30%
17,Illinois,17031807000,"Cook County, IL - 17031807000",2013-2017,76.60%
17,Illinois,17031807100,"Cook County, IL - 17031807100",2013-2017,77.90%
17,Illinois,17031807200,"Cook County, IL - 17031807200",2013-2017,77.00%
17,Illinois,17031807300,"Cook County, IL - 17031807300",2013-2017,76.70%
17,Illinois,17031807400,"Cook County, IL - 17031807400",2013-2017,67.70%
17,Illinois,17031807500,"Cook County, IL - 17031807500",2013-2017,81.00%
17,Illinois,17031807600,"Cook County, IL - 17031807600",2013-2017,69.60%
17,Illinois,17031807700,"Cook County, IL - 17031807700",2013-2017,61.90%
17,Illinois,17031807800,"Cook County, IL - 17031807800",2013-2017,83.00%
17,Illinois,17031807900,"Cook County, IL - 17031807900",2013-2017,74.30%
17,Illinois,17031808001,"Cook County, IL - 17031808001",2013-2017,73.10%
17,Illinois,17031808002,"Cook County, IL - 17031808002",2013-2017,66.30%
17,Illinois,17031808100,"Cook County, IL - 17031808100",2013-2017,52.50%
17,Illinois,17031808200,"Cook County, IL - 17031808200",2013-2017,70.70%
17,Illinois,17031808301,"Cook County, IL - 17031808301",2013-2017,66.10%
17,Illinois,17031808302,"Cook County, IL - 17031808302",2013-2017,70.20%
17,Illinois,17031808400,"Cook County, IL - 17031808400",2013-2017,78.40%
17,Illinois,17031808500,"Cook County, IL - 17031808500",2013-2017,78.50%
17,Illinois,17031808600,"Cook County, IL - 17031808600",2013-2017,82.30%
17,Illinois,17031808702,"Cook County, IL - 17031808702",2013-2017,70.70%
17,Illinois,17031808800,"Cook County, IL - 17031808800",2013-2017,82.80%
17,Illinois,17031808900,"Cook County, IL - 17031808900",2013-2017,79.90%
17,Illinois,17031809000,"Cook County, IL - 17031809000",2013-2017,74.20%
17,Illinois,17031809100,"Cook County, IL - 17031809100",2013-2017,71.60%
17,Illinois,17031809200,"Cook County, IL - 17031809200",2013-2017,63.80%
17,Illinois,17031809300,"Cook County, IL - 17031809300",2013-2017,77.70%
17,Illinois,17031809400,"Cook County, IL - 17031809400",2013-2017,81.40%
17,Illinois,17031809500,"Cook County, IL - 17031809500",2013-2017,85.70%
17,Illinois,17031809600,"Cook County, IL - 17031809600",2013-2017,83.10%
17,Illinois,17031809700,"Cook County, IL - 17031809700",2013-2017,73.20%
17,Illinois,17031809800,"Cook County, IL - 17031809800",2013-2017,79.10%
17,Illinois,17031809900,"Cook County, IL - 17031809900",2013-2017,82.20%
17,Illinois,17031810000,"Cook County, IL - 17031810000",2013-2017,85.30%
17,Illinois,17031810100,"Cook County, IL - 17031810100",2013-2017,79.70%
17,Illinois,17031810200,"Cook County, IL - 17031810200",2013-2017,78.90%
17,Illinois,17031810301,"Cook County, IL - 17031810301",2013-2017,78.20%
17,Illinois,17031810302,"Cook County, IL - 17031810302",2013-2017,81.90%
17,Illinois,17031810400,"Cook County, IL - 17031810400",2013-2017,72.10%
17,Illinois,17031810501,"Cook County, IL - 17031810501",2013-2017,60.80%
17,Illinois,17031810502,"Cook County, IL - 17031810502",2013-2017,57.20%
17,Illinois,17031810600,"Cook County, IL - 17031810600",2013-2017,66.90%
17,Illinois,17031810701,"Cook County, IL - 17031810701",2013-2017,63.30%
17,Illinois,17031810702,"Cook County, IL - 17031810702",2013-2017,62.10%
17,Illinois,17031810800,"Cook County, IL - 17031810800",2013-2017,72.50%
17,Illinois,17031810900,"Cook County, IL - 17031810900",2013-2017,75.90%
17,Illinois,17031811000,"Cook County, IL - 17031811000",2013-2017,67.80%
17,Illinois,17031811100,"Cook County, IL - 17031811100",2013-2017,65.30%
17,Illinois,17031811200,"Cook County, IL - 17031811200",2013-2017,67.40%
17,Illinois,17031811301,"Cook County, IL - 17031811301",2013-2017,68.40%
17,Illinois,17031811302,"Cook County, IL - 17031811302",2013-2017,66.50%
17,Illinois,17031811401,"Cook County, IL - 17031811401",2013-2017,74.80%
17,Illinois,17031811402,"Cook County, IL - 17031811402",2013-2017,63.30%
17,Illinois,17031811500,"Cook County, IL - 17031811500",2013-2017,61.60%
17,Illinois,17031811600,"Cook County, IL - 17031811600",2013-2017,68.60%
17,Illinois,17031811701,"Cook County, IL - 17031811701",2013-2017,76.60%
17,Illinois,17031811702,"Cook County, IL - 17031811702",2013-2017,77.10%
17,Illinois,17031811800,"Cook County, IL - 17031811800",2013-2017,67.90%
17,Illinois,17031811900,"Cook County, IL - 17031811900",2013-2017,79.70%
17,Illinois,17031812000,"Cook County, IL - 17031812000",2013-2017,78.50%
17,Illinois,17031812100,"Cook County, IL - 17031812100",2013-2017,83.60%
17,Illinois,17031812200,"Cook County, IL - 17031812200",2013-2017,81.40%
17,Illinois,17031812301,"Cook County, IL - 17031812301",2013-2017,74.00%
17,Illinois,17031812302,"Cook County, IL - 17031812302",2013-2017,79.80%
17,Illinois,17031812400,"Cook County, IL - 17031812400",2013-2017,87.00%
17,Illinois,17031812500,"Cook County, IL - 17031812500",2013-2017,64.90%
17,Illinois,17031812600,"Cook County, IL - 17031812600",2013-2017,76.20%
17,Illinois,17031812700,"Cook County, IL - 17031812700",2013-2017,71.30%
17,Illinois,17031812801,"Cook County, IL - 17031812801",2013-2017,71.00%
17,Illinois,17031812802,"Cook County, IL - 17031812802",2013-2017,75.00%
17,Illinois,17031812900,"Cook County, IL - 17031812900",2013-2017,83.70%
17,Illinois,17031813000,"Cook County, IL - 17031813000",2013-2017,83.30%
17,Illinois,17031813100,"Cook County, IL - 17031813100",2013-2017,83.60%
17,Illinois,17031813200,"Cook County, IL - 17031813200",2013-2017,82.70%
17,Illinois,17031813301,"Cook County, IL - 17031813301",2013-2017,57.30%
17,Illinois,17031813302,"Cook County, IL - 17031813302",2013-2017,61.30%
17,Illinois,17031813400,"Cook County, IL - 17031813400",2013-2017,61.40%
17,Illinois,17031813500,"Cook County, IL - 17031813500",2013-2017,66.20%
17,Illinois,17031813600,"Cook County, IL - 17031813600",2013-2017,69.20%
17,Illinois,17031813701,"Cook County, IL - 17031813701",2013-2017,60.40%
17,Illinois,17031813702,"Cook County, IL - 17031813702",2013-2017,57.00%
17,Illinois,17031813801,"Cook County, IL - 17031813801",2013-2017,59.20%
17,Illinois,17031813802,"Cook County, IL - 17031813802",2013-2017,62.00%
17,Illinois,17031813900,"Cook County, IL - 17031813900",2013-2017,72.20%
17,Illinois,17031814000,"Cook County, IL - 17031814000",2013-2017,67.90%
17,Illinois,17031814100,"Cook County, IL - 17031814100",2013-2017,71.70%
17,Illinois,17031814200,"Cook County, IL - 17031814200",2013-2017,73.80%
17,Illinois,17031814300,"Cook County, IL - 17031814300",2013-2017,69.10%
17,Illinois,17031814400,"Cook County, IL - 17031814400",2013-2017,63.70%
17,Illinois,17031814500,"Cook County, IL - 17031814500",2013-2017,73.90%
17,Illinois,17031814600,"Cook County, IL - 17031814600",2013-2017,69.50%
17,Illinois,17031814700,"Cook County, IL - 17031814700",2013-2017,81.00%
17,Illinois,17031814800,"Cook County, IL - 17031814800",2013-2017,73.30%
17,Illinois,17031814900,"Cook County, IL - 17031814900",2013-2017,73.20%
17,Illinois,17031815000,"Cook County, IL - 17031815000",2013-2017,70.20%
17,Illinois,17031815100,"Cook County, IL - 17031815100",2013-2017,68.20%
17,Illinois,17031815200,"Cook County, IL - 17031815200",2013-2017,69.50%
17,Illinois,17031815300,"Cook County, IL - 17031815300",2013-2017,78.70%
17,Illinois,17031815400,"Cook County, IL - 17031815400",2013-2017,69.60%
17,Illinois,17031815500,"Cook County, IL - 17031815500",2013-2017,73.80%
17,Illinois,17031815600,"Cook County, IL - 17031815600",2013-2017,66.60%
17,Illinois,17031815701,"Cook County, IL - 17031815701",2013-2017,74.70%
17,Illinois,17031815702,"Cook County, IL - 17031815702",2013-2017,76.40%
17,Illinois,17031815800,"Cook County, IL - 17031815800",2013-2017,71.00%
17,Illinois,17031815900,"Cook County, IL - 17031815900",2013-2017,65.60%
17,Illinois,17031816000,"Cook County, IL - 17031816000",2013-2017,76.00%
17,Illinois,17031816100,"Cook County, IL - 17031816100",2013-2017,74.90%
17,Illinois,17031816200,"Cook County, IL - 17031816200",2013-2017,64.20%
17,Illinois,17031816300,"Cook County, IL - 17031816300",2013-2017,78.70%
17,Illinois,17031816401,"Cook County, IL - 17031816401",2013-2017,70.80%
17,Illinois,17031816402,"Cook County, IL - 17031816402",2013-2017,67.60%
17,Illinois,17031816500,"Cook County, IL - 17031816500",2013-2017,73.10%
17,Illinois,17031816600,"Cook County, IL - 17031816600",2013-2017,62.20%
17,Illinois,17031816700,"Cook County, IL - 17031816700",2013-2017,65.40%
17,Illinois,17031816800,"Cook County, IL - 17031816800",2013-2017,67.70%
17,Illinois,17031816900,"Cook County, IL - 17031816900",2013-2017,67.90%
17,Illinois,17031817000,"Cook County, IL - 17031817000",2013-2017,73.60%
17,Illinois,17031817101,"Cook County, IL - 17031817101",2013-2017,65.50%
17,Illinois,17031817102,"Cook County, IL - 17031817102",2013-2017,59.30%
17,Illinois,17031817200,"Cook County, IL - 17031817200",2013-2017,67.50%
17,Illinois,17031817300,"Cook County, IL - 17031817300",2013-2017,62.60%
17,Illinois,17031817400,"Cook County, IL - 17031817400",2013-2017,80.10%
17,Illinois,17031817500,"Cook County, IL - 17031817500",2013-2017,54.90%
17,Illinois,17031817600,"Cook County, IL - 17031817600",2013-2017,73.80%
17,Illinois,17031817700,"Cook County, IL - 17031817700",2013-2017,65.00%
17,Illinois,17031817900,"Cook County, IL - 17031817900",2013-2017,64.90%
17,Illinois,17031818000,"Cook County, IL - 17031818000",2013-2017,63.80%
17,Illinois,17031818100,"Cook County, IL - 17031818100",2013-2017,67.80%
17,Illinois,17031818200,"Cook County, IL - 17031818200",2013-2017,78.90%
17,Illinois,17031818300,"Cook County, IL - 17031818300",2013-2017,76.70%
17,Illinois,17031818401,"Cook County, IL - 17031818401",2013-2017,75.00%
17,Illinois,17031818402,"Cook County, IL - 17031818402",2013-2017,71.40%
17,Illinois,17031818500,"Cook County, IL - 17031818500",2013-2017,61.90%
17,Illinois,17031818600,"Cook County, IL - 17031818600",2013-2017,67.40%
17,Illinois,17031818700,"Cook County, IL - 17031818700",2013-2017,68.90%
17,Illinois,17031818800,"Cook County, IL - 17031818800",2013-2017,74.30%
17,Illinois,17031818900,"Cook County, IL - 17031818900",2013-2017,66.90%
17,Illinois,17031819000,"Cook County, IL - 17031819000",2013-2017,70.50%
17,Illinois,17031819100,"Cook County, IL - 17031819100",2013-2017,60.50%
17,Illinois,17031819200,"Cook County, IL - 17031819200",2013-2017,71.50%
17,Illinois,17031819300,"Cook County, IL - 17031819300",2013-2017,75.70%
17,Illinois,17031819400,"Cook County, IL - 17031819400",2013-2017,80.10%
17,Illinois,17031819500,"Cook County, IL - 17031819500",2013-2017,76.70%
17,Illinois,17031819600,"Cook County, IL - 17031819600",2013-2017,87.70%
17,Illinois,17031819700,"Cook County, IL - 17031819700",2013-2017,84.70%
17,Illinois,17031819801,"Cook County, IL - 17031819801",2013-2017,85.10%
17,Illinois,17031819802,"Cook County, IL - 17031819802",2013-2017,69.20%
17,Illinois,17031819900,"Cook County, IL - 17031819900",2013-2017,78.60%
17,Illinois,17031820000,"Cook County, IL - 17031820000",2013-2017,84.50%
17,Illinois,17031820101,"Cook County, IL - 17031820101",2013-2017,68.10%
17,Illinois,17031820103,"Cook County, IL - 17031820103",2013-2017,68.90%
17,Illinois,17031820104,"Cook County, IL - 17031820104",2013-2017,65.50%
17,Illinois,17031820201,"Cook County, IL - 17031820201",2013-2017,71.00%
17,Illinois,17031820202,"Cook County, IL - 17031820202",2013-2017,60.30%
17,Illinois,17031820300,"Cook County, IL - 17031820300",2013-2017,74.80%
17,Illinois,17031820400,"Cook County, IL - 17031820400",2013-2017,57.60%
17,Illinois,17031820501,"Cook County, IL - 17031820501",2013-2017,72.80%
17,Illinois,17031820502,"Cook County, IL - 17031820502",2013-2017,57.60%
17,Illinois,17031820603,"Cook County, IL - 17031820603",2013-2017,72.80%
17,Illinois,17031820604,"Cook County, IL - 17031820604",2013-2017,71.20%
17,Illinois,17031820605,"Cook County, IL - 17031820605",2013-2017,75.30%
17,Illinois,17031820606,"Cook County, IL - 17031820606",2013-2017,75.60%
17,Illinois,17031820700,"Cook County, IL - 17031820700",2013-2017,67.40%
17,Illinois,17031820800,"Cook County, IL - 17031820800",2013-2017,70.50%
17,Illinois,17031820901,"Cook County, IL - 17031820901",2013-2017,62.00%
17,Illinois,17031820902,"Cook County, IL - 17031820902",2013-2017,66.10%
17,Illinois,17031821001,"Cook County, IL - 17031821001",2013-2017,65.00%
17,Illinois,17031821002,"Cook County, IL - 17031821002",2013-2017,59.70%
17,Illinois,17031821101,"Cook County, IL - 17031821101",2013-2017,71.70%
17,Illinois,17031821102,"Cook County, IL - 17031821102",2013-2017,72.70%
17,Illinois,17031821200,"Cook County, IL - 17031821200",2013-2017,76.00%
17,Illinois,17031821300,"Cook County, IL - 17031821300",2013-2017,61.10%
17,Illinois,17031821401,"Cook County, IL - 17031821401",2013-2017,71.90%
17,Illinois,17031821402,"Cook County, IL - 17031821402",2013-2017,59.30%
17,Illinois,17031821500,"Cook County, IL - 17031821500",2013-2017,64.10%
17,Illinois,17031821600,"Cook County, IL - 17031821600",2013-2017,72.40%
17,Illinois,17031821700,"Cook County, IL - 17031821700",2013-2017,68.10%
17,Illinois,17031821800,"Cook County, IL - 17031821800",2013-2017,78.30%
17,Illinois,17031821900,"Cook County, IL - 17031821900",2013-2017,67.80%
17,Illinois,17031822000,"Cook County, IL - 17031822000",2013-2017,59.90%
17,Illinois,17031822101,"Cook County, IL - 17031822101",2013-2017,69.10%
17,Illinois,17031822102,"Cook County, IL - 17031822102",2013-2017,63.70%
17,Illinois,17031822200,"Cook County, IL - 17031822200",2013-2017,64.70%
17,Illinois,17031822301,"Cook County, IL - 17031822301",2013-2017,61.30%
17,Illinois,17031822302,"Cook County, IL - 17031822302",2013-2017,69.80%
17,Illinois,17031822400,"Cook County, IL - 17031822400",2013-2017,63.30%
17,Illinois,17031822500,"Cook County, IL - 17031822500",2013-2017,65.60%
17,Illinois,17031822601,"Cook County, IL - 17031822601",2013-2017,70.80%
17,Illinois,17031822602,"Cook County, IL - 17031822602",2013-2017,68.30%
17,Illinois,17031822701,"Cook County, IL - 17031822701",2013-2017,70.00%
17,Illinois,17031822702,"Cook County, IL - 17031822702",2013-2017,66.60%
17,Illinois,17031822801,"Cook County, IL - 17031822801",2013-2017,67.10%
17,Illinois,17031822802,"Cook County, IL - 17031822802",2013-2017,62.70%
17,Illinois,17031822900,"Cook County, IL - 17031822900",2013-2017,66.40%
17,Illinois,17031823001,"Cook County, IL - 17031823001",2013-2017,64.50%
17,Illinois,17031823002,"Cook County, IL - 17031823002",2013-2017,68.50%
17,Illinois,17031823101,"Cook County, IL - 17031823101",2013-2017,75.60%
17,Illinois,17031823102,"Cook County, IL - 17031823102",2013-2017,70.80%
17,Illinois,17031823200,"Cook County, IL - 17031823200",2013-2017,65.60%
17,Illinois,17031823302,"Cook County, IL - 17031823302",2013-2017,66.40%
17,Illinois,17031823303,"Cook County, IL - 17031823303",2013-2017,72.30%
17,Illinois,17031823304,"Cook County, IL - 17031823304",2013-2017,50.60%
17,Illinois,17031823400,"Cook County, IL - 17031823400",2013-2017,68.60%
17,Illinois,17031823500,"Cook County, IL - 17031823500",2013-2017,63.10%
17,Illinois,17031823602,"Cook County, IL - 17031823602",2013-2017,55.10%
17,Illinois,17031823603,"Cook County, IL - 17031823603",2013-2017,64.80%
17,Illinois,17031823604,"Cook County, IL - 17031823604",2013-2017,68.50%
17,Illinois,17031823605,"Cook County, IL - 17031823605",2013-2017,65.50%
17,Illinois,17031823702,"Cook County, IL - 17031823702",2013-2017,66.90%
17,Illinois,17031823703,"Cook County, IL - 17031823703",2013-2017,68.30%
17,Illinois,17031823704,"Cook County, IL - 17031823704",2013-2017,69.10%
17,Illinois,17031823705,"Cook County, IL - 17031823705",2013-2017,66.70%
